Transcript	Tax_Annotation	Max_Annotation	Description	PFAM	KO_All	KO_sig	Pathway_all	Pathway_sig	GO_BP	GO_sig	Figure_term	
lpl6_b_DN0_c0_g1_i34	2BG5J@1|root,2S18N@2759|Eukaryota,3A435@33154|Opisthokonta,3P2QE@4751|Fungi,3QVBD@4890|Ascomycota,20Q4X@147545|Eurotiomycetes,3SASG@5042|Eurotiales	4751|Fungi	-	-	-		-		-			
lpl6_b_DN0_c0_g1_i48	2E39T@1|root,2SADP@2759|Eukaryota,3A8ZW@33154|Opisthokonta,3P6Y1@4751|Fungi,3QYXH@4890|Ascomycota,21R64@147550|Sordariomycetes,3TUD2@5125|Hypocreales	4751|Fungi	unnamed protein	-	-		-		-			
lpl6_b_DN0_c1_g1_i6	2CYEG@1|root,2S3VE@2759|Eukaryota,39JDY@33154|Opisthokonta,3Q3QK@4751|Fungi,3QXDC@4890|Ascomycota,21SD8@147550|Sordariomycetes,3TUYA@5125|Hypocreales,3U4QQ@5129|Hypocreaceae	4751|Fungi	-	-	-		-		-			
lpl6_b_DN16_c0_g1_i16	2DPM9@1|root,332MQ@2|Bacteria,1NAPW@1224|Proteobacteria,2UWJH@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-		-		-			
lpl6_b_DN208_c0_g1_i9	2DMHR@1|root,32RMI@2|Bacteria,4NS7M@976|Bacteroidetes,2G2GT@200643|Bacteroidia	976|Bacteroidetes	-	-	-		-		-			
lpl6_b_DN213_c0_g2_i8	2ED08@1|root,336X7@2|Bacteria,1VI3E@1239|Firmicutes,24TJC@186801|Clostridia,3Y1X1@572511|Blautia	186801|Clostridia	COG NOG20805 non supervised orthologous group	-	-		-		-			
lpl6_b_DN22_c0_g1_i5	2B9ZZ@1|root,323DM@2|Bacteria,4NTEB@976|Bacteroidetes,2FU8G@200643|Bacteroidia,230KB@171551|Porphyromonadaceae	976|Bacteroidetes	COG NOG15344 non supervised orthologous group	-	-		-		-			
lpl6_b_DN24_c0_g1_i14	2DMNG@1|root,32SP1@2|Bacteria,1VAXC@1239|Firmicutes,24P9Q@186801|Clostridia	186801|Clostridia	COG NOG14552 non supervised orthologous group	-	-		-		-			
lpl6_b_DN24_c0_g1_i29	2DMNG@1|root,32SP1@2|Bacteria,1VAXC@1239|Firmicutes,4HM1Q@91061|Bacilli	91061|Bacilli	COG NOG14552 non supervised orthologous group	-	-		-		-			
lpl6_b_DN285_c0_g1_i1	2DPNJ@1|root,332SC@2|Bacteria,1VEK7@1239|Firmicutes,24N3R@186801|Clostridia	186801|Clostridia	-	-	-		-		-			
lpl6_b_DN299_c0_g1_i10	2EBGV@1|root,335HF@2|Bacteria,1UPVS@1239|Firmicutes,24VUQ@186801|Clostridia,3Y2DM@572511|Blautia	186801|Clostridia	COG NOG38524 non supervised orthologous group	-	-		-		-			
lpl6_b_DN404_c0_g1_i1	2D0M6@1|root,2SENP@2759|Eukaryota	2759|Eukaryota	-	-	-		-		-			
lpl6_b_DN467_c1_g2_i1	2BG5J@1|root,2S18N@2759|Eukaryota,3YBMK@5794|Apicomplexa	5794|Apicomplexa	Encoded by	-	-		-		-			
lpl6_b_DN52_c0_g2_i3	COG0048@1|root,KOG1750@2759|Eukaryota	2759|Eukaryota	structural constituent of ribosome	Ribosom_S12_S23	ko:K02950	small subunit ribosomal protein S12,	ko03010,map03010		GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009536,GO:0009987,GO:0010467,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	cellular process,translation,peptide biosynthetic process,protein metabolic process,	Translation	
lpl6_b_DN98_c1_g2_i1	2CZZD@1|root,2SC7R@2759|Eukaryota,3AD5M@33154|Opisthokonta,3PZZM@4751|Fungi,3RPYS@4890|Ascomycota,21NA2@147550|Sordariomycetes,1F6BD@1028384|Glomerellales	4751|Fungi	-	-	-		-		-			
lpl6_c_DN0_c0_g1_i24	COG0048@1|root,KOG1750@2759|Eukaryota	2759|Eukaryota	structural constituent of ribosome	Ribosom_S12_S23	ko:K02950	small subunit ribosomal protein S12,	ko03010,map03010		GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009536,GO:0009987,GO:0010467,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	cellular process,translation,peptide biosynthetic process,protein metabolic process,	Translation	
lpl6_c_DN0_c0_g1_i26	2DMNG@1|root,32SP1@2|Bacteria,1VAXC@1239|Firmicutes,4HM1Q@91061|Bacilli	91061|Bacilli	COG NOG14552 non supervised orthologous group	-	-		-		-			
lpl6_c_DN0_c15_g4_i1	2DZEY@1|root,2S6ZB@2759|Eukaryota	2759|Eukaryota	-	-	-		-		-			
lpl6_c_DN0_c1_g1_i11	2DP07@1|root,3300A@2|Bacteria,1N90I@1224|Proteobacteria,1SFUI@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-		-		-			
lpl6_c_DN1001_c0_g1_i1	2B9ZZ@1|root,323DM@2|Bacteria,1V6N4@1239|Firmicutes,4IRDZ@91061|Bacilli	91061|Bacilli	COG NOG15344 non supervised orthologous group	-	-		-		-			
lpl6_c_DN1032_c0_g1_i3	2DN97@1|root,32W7A@2|Bacteria,1VANB@1239|Firmicutes,24Q9J@186801|Clostridia	186801|Clostridia	-	-	-		-		-			
lpl6_c_DN124_c0_g1_i9	2ED08@1|root,336X7@2|Bacteria,1VI3E@1239|Firmicutes,24TJC@186801|Clostridia,3Y1X1@572511|Blautia	186801|Clostridia	COG NOG20805 non supervised orthologous group	-	-		-		-			
lpl6_c_DN131_c0_g1_i11	2DX7X@1|root,32V2Y@2|Bacteria	2|Bacteria	-	-	-		-		-			
lpl6_c_DN147_c0_g1_i2	2DN97@1|root,32W7A@2|Bacteria,1VANB@1239|Firmicutes,24Q9J@186801|Clostridia	186801|Clostridia	-	-	-		-		-			
lpl6_c_DN199_c0_g1_i11	2E4EA@1|root,32Z9I@2|Bacteria,1N7HE@1224|Proteobacteria,1SDU5@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-		-		-			
lpl6_c_DN19_c0_g1_i5	2BXDR@1|root,2T08F@2759|Eukaryota,3AUR5@33154|Opisthokonta,3PIK1@4751|Fungi,3R5CQ@4890|Ascomycota,3RWGQ@4891|Saccharomycetes	4751|Fungi	-	-	-		-		-			
lpl6_c_DN227_c0_g1_i3	KOG4853@1|root,KOG4853@2759|Eukaryota	2759|Eukaryota	Component of the MICOS complex, a large protein complex of the mitochondrial inner membrane that plays crucial roles in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane	-	-		-		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0008150,GO:0019222,GO:0031323,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043457,GO:0043467,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0065007	regulation of cellular respiration,regulation of generation of precursor me...,	Cellular Respiration	
lpl6_c_DN233_c0_g1_i8	2CZK2@1|root,2SAR7@2759|Eukaryota,3A905@33154|Opisthokonta	33154|Opisthokonta	-	-	-		-		-			
lpl6_c_DN249_c0_g1_i4	COG0050@1|root,COG0050@2|Bacteria,1MVC0@1224|Proteobacteria,1RMYX@1236|Gammaproteobacteria	1236|Gammaproteobacteria	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	GTP_EFTU,GTP_EFTU_D2,GTP_EFTU_D3	ko:K02358	elongation factor Tu,	-		-		Translation	
lpl6_c_DN261_c0_g1_i1	2B9ZZ@1|root,323DM@2|Bacteria,1V6N4@1239|Firmicutes,4IRDZ@91061|Bacilli	91061|Bacilli	COG NOG15344 non supervised orthologous group	-	-		-		-			
lpl6_c_DN422_c0_g1_i3	2BXJK@1|root,313TD@2|Bacteria,1W598@1239|Firmicutes,4I08V@91061|Bacilli,3FAZ1@33958|Lactobacillaceae	91061|Bacilli	-	-	-		-		-			
lpl6_c_DN5_c0_g1_i13	2DPM9@1|root,332MQ@2|Bacteria,1VGFB@1239|Firmicutes,4IIGE@91061|Bacilli,1ZNM9@1386|Bacillus	91061|Bacilli	-	-	-		-		-			
lpl6_c_DN5_c0_g1_i26	2DPM9@1|root,332MQ@2|Bacteria,1VGFB@1239|Firmicutes,251YU@186801|Clostridia	186801|Clostridia	-	-	-		-		-			
lpl6_c_DN6850_c0_g1_i2	2E8VR@1|root,33360@2|Bacteria,1NA43@1224|Proteobacteria	1224|Proteobacteria	-	-	-		-		-			
lpl6_c_DN8_c0_g1_i11	arCOG05874@1|root,2ZJ01@2|Bacteria,1V450@1239|Firmicutes,4HFPA@91061|Bacilli,4C6TS@84406|Virgibacillus	91061|Bacilli	-	-	-		-		-			
lpl6_c_DN8_c0_g1_i2	arCOG05874@1|root,2ZJ01@2|Bacteria,1V450@1239|Firmicutes,4HFPA@91061|Bacilli,4C6TS@84406|Virgibacillus	91061|Bacilli	-	-	-		-		-			
lpl6_c_DN99_c0_g1_i42	2EH3B@1|root,33AVB@2|Bacteria,4NXP5@976|Bacteroidetes,1I6KT@117743|Flavobacteriia	976|Bacteroidetes	-	-	-		-		-			
lpl7_a_DN170_c0_g1_i6	2EHF3@1|root,33B70@2|Bacteria,1VP4D@1239|Firmicutes,4IM7K@91061|Bacilli,1ZK47@1386|Bacillus	91061|Bacilli	-	-	-		-		-			
lpl7_a_DN17_c0_g1_i14	2DX7X@1|root,32V2Y@2|Bacteria,1VB4V@1239|Firmicutes,254MP@186801|Clostridia,3Y083@572511|Blautia	186801|Clostridia	COG NOG38524 non supervised orthologous group	-	-		-		-			
lpl7_a_DN2358_c0_g3_i4	2BG5J@1|root,2S18N@2759|Eukaryota,3A27A@33154|Opisthokonta,3Q325@4751|Fungi,3VC3B@5204|Basidiomycota	4751|Fungi	-	-	-		-		-			
lpl7_a_DN25215_c0_g1_i2	KOG1721@1|root,KOG1721@2759|Eukaryota,39PP8@33154|Opisthokonta	33154|Opisthokonta	DNA binding	-	-		-		-			
lpl7_a_DN28_c0_g1_i23	2DPM9@1|root,332MQ@2|Bacteria,1NAPW@1224|Proteobacteria,2UWJH@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-		-		-			
lpl7_a_DN28_c0_g1_i29	2DPM9@1|root,332MQ@2|Bacteria,1NAPW@1224|Proteobacteria,2UWJH@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-		-		-			
lpl7_a_DN28_c0_g1_i48	COG0048@1|root,KOG1750@2759|Eukaryota	2759|Eukaryota	structural constituent of ribosome	Ribosom_S12_S23	ko:K02950	small subunit ribosomal protein S12,	ko03010,map03010		GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009536,GO:0009987,GO:0010467,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	cellular process,translation,peptide biosynthetic process,protein metabolic process,	Translation	
lpl7_a_DN2_c1_g1_i21	2BXJK@1|root,313TD@2|Bacteria,1W598@1239|Firmicutes,4I08V@91061|Bacilli,3FAZ1@33958|Lactobacillaceae	91061|Bacilli	-	-	-		-		-			
lpl7_a_DN32_c0_g1_i12	2DMNG@1|root,32SP1@2|Bacteria,1VAXC@1239|Firmicutes,4HM1Q@91061|Bacilli,3F8QG@33958|Lactobacillaceae	91061|Bacilli	COG NOG14552 non supervised orthologous group	-	-		-		-			
lpl7_a_DN3720_c0_g1_i10	2CZZD@1|root,2SC7R@2759|Eukaryota,3AD5M@33154|Opisthokonta,3PZZM@4751|Fungi,3RPYS@4890|Ascomycota,21NA2@147550|Sordariomycetes,1F6BD@1028384|Glomerellales	4751|Fungi	-	-	-		-		-			
lpl7_a_DN42_c0_g1_i7	2DS6B@1|root,33ERK@2|Bacteria,1R3PB@1224|Proteobacteria,1STQX@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-		-		-			
lpl7_a_DN44511_c0_g1_i1	COG1278@1|root,COG1278@2|Bacteria,1N6Q5@1224|Proteobacteria,1SCA7@1236|Gammaproteobacteria,3WYR3@544|Citrobacter	1236|Gammaproteobacteria	Ribonuclease B OB domain	CSD	ko:K03704		-		GO:0001072,GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0003723,GO:0003727,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009266,GO:0009409,GO:0009628,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031554,GO:0031564,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043242,GO:0043244,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045934,GO:0046483,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0060567,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	cellular process,response to cold,	Nucleotide Metabolism	
lpl7_a_DN68_c0_g1_i1	2DFBR@1|root,2ZR8C@2|Bacteria,1W4JU@1239|Firmicutes,4I1P5@91061|Bacilli	91061|Bacilli	-	-	-		-		-			
lpl7_a_DN69_c0_g1_i21	2DPT9@1|root,333A8@2|Bacteria,1NFKV@1224|Proteobacteria,2UUAG@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-		-		-			
lpl7_a_DN7_c1_g1_i22	2EA4H@1|root,2SGDU@2759|Eukaryota,3A53V@33154|Opisthokonta,3P4YP@4751|Fungi,3VC5C@5204|Basidiomycota,22F7Y@155619|Agaricomycetes	4751|Fungi	-	-	-		-		-			
lpl7_a_DN95_c0_g1_i5	2DSV3@1|root,33HII@2|Bacteria,1VQ64@1239|Firmicutes,24VWA@186801|Clostridia	186801|Clostridia	ORF located using Blastx	-	-		-		-			
lpl7_b_DN0_c0_g1_i2	2AU0F@1|root,31JKB@2|Bacteria,1RGGF@1224|Proteobacteria,1S5B2@1236|Gammaproteobacteria,1Y8GF@135625|Pasteurellales	135625|Pasteurellales	by Glimmer3	-	-		-		-			
lpl7_b_DN0_c0_g1_i6	2DX7X@1|root,32V2Y@2|Bacteria,1VB4V@1239|Firmicutes,4HKWS@91061|Bacilli	91061|Bacilli	COG NOG38524 non supervised orthologous group	-	-		-		-			
lpl7_b_DN0_c1_g1_i8	2DQE0@1|root,33689@2|Bacteria,1VH8J@1239|Firmicutes,24WJ6@186801|Clostridia	186801|Clostridia	-	-	-		-		-			
lpl7_b_DN114_c0_g1_i10	2AU0F@1|root,31JKB@2|Bacteria,4NHS6@976|Bacteroidetes,2FPSJ@200643|Bacteroidia,4AQ6V@815|Bacteroidaceae	976|Bacteroidetes	COG NOG14600 non supervised orthologous group	-	-		-		-			
lpl7_b_DN13_c0_g1_i6	KOG4853@1|root,KOG4853@2759|Eukaryota	2759|Eukaryota	Component of the MICOS complex, a large protein complex of the mitochondrial inner membrane that plays crucial roles in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane	-	-		-		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0008150,GO:0019222,GO:0031323,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043457,GO:0043467,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0065007	regulation of cellular respiration,regulation of generation of precursor me...,	Cellular Respiration	
lpl7_b_DN13_c0_g1_i9	2E7QX@1|root,2SE9X@2759|Eukaryota,3ADIG@33154|Opisthokonta,3P9MB@4751|Fungi,3V5YY@5204|Basidiomycota,2YFXT@29000|Pucciniomycotina	4751|Fungi	-	-	-		-		-			
lpl7_b_DN13_c0_g2_i1	2CYEG@1|root,2S3VE@2759|Eukaryota,39JDY@33154|Opisthokonta,3Q3QK@4751|Fungi,3QXDC@4890|Ascomycota,3RX3X@4891|Saccharomycetes,47E5I@766764|Debaryomycetaceae	4751|Fungi	-	-	-		-		-			
lpl7_b_DN13_c2_g2_i11	2BG5J@1|root,2S18N@2759|Eukaryota,3A27A@33154|Opisthokonta,3Q325@4751|Fungi,3VC3B@5204|Basidiomycota	4751|Fungi	-	-	-		-		-			
lpl7_b_DN146_c0_g1_i2	2DRA2@1|root,33AVQ@2|Bacteria,1NKZA@1224|Proteobacteria,1SH2Z@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-		-		-			
lpl7_b_DN14_c0_g1_i11	2DPM9@1|root,332MQ@2|Bacteria,1VGFB@1239|Firmicutes	1239|Firmicutes	-	-	-		-		-			
lpl7_b_DN14_c0_g1_i6	2DPM9@1|root,332MQ@2|Bacteria,1VGFB@1239|Firmicutes	1239|Firmicutes	-	-	-		-		-			
lpl7_b_DN1641_c0_g2_i1	COG0186@1|root,COG0186@2|Bacteria,1MZIK@1224|Proteobacteria,2UBRF@28211|Alphaproteobacteria,2JTYK@204441|Rhodospirillales	204441|Rhodospirillales	One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA	Ribosomal_S17	ko:K02961		ko03010,map03010		-			
lpl7_b_DN17_c0_g1_i2	2DNPH@1|root,32YF1@2|Bacteria,1NARM@1224|Proteobacteria,2UJNP@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-		-		-			
lpl7_b_DN17_c3_g1_i2	2DPDN@1|root,331NP@2|Bacteria,1VFF8@1239|Firmicutes,24S9D@186801|Clostridia	186801|Clostridia	ORF located using Blastx	-	-		-		-			
lpl7_b_DN18_c0_g1_i6	2E39T@1|root,2SADP@2759|Eukaryota,3A8ZW@33154|Opisthokonta,3P6Y1@4751|Fungi,3QYXH@4890|Ascomycota,21R64@147550|Sordariomycetes,3UCVZ@5139|Sordariales,3HDKT@35718|Chaetomiaceae	4751|Fungi	unnamed protein	-	-		-		-			
lpl7_b_DN199_c0_g1_i9	2BG5J@1|root,2S18N@2759|Eukaryota,3A435@33154|Opisthokonta,3P2QE@4751|Fungi,3QVBD@4890|Ascomycota	4751|Fungi	-	-	-		-		-			
lpl7_b_DN2008_c0_g1_i1	COG0244@1|root,COG0244@2|Bacteria,1RAN5@1224|Proteobacteria,2U592@28211|Alphaproteobacteria,2JS6C@204441|Rhodospirillales	204441|Rhodospirillales	Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors	Ribosomal_L10	ko:K02864		ko03010,map03010		-			
lpl7_b_DN211_c0_g1_i2	COG2885@1|root,COG3637@1|root,COG2885@2|Bacteria,COG3637@2|Bacteria,1N6EM@1224|Proteobacteria,2U17R@28211|Alphaproteobacteria	28211|Alphaproteobacteria	Belongs to the ompA family	OMP_b-brl,OmpA	-		-		-		Bacterial Outer Membrane Protein	
lpl7_b_DN236_c0_g1_i2	2DR0Q@1|root,339PT@2|Bacteria,1NM26@1224|Proteobacteria,1SJC7@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-		-		-			
lpl7_b_DN283_c0_g1_i3	2ED6K@1|root,3373A@2|Bacteria,1VI2S@1239|Firmicutes	1239|Firmicutes	the current gene model (or a revised gene model) may contain one or more premature stops and or frameshifts	-	-		-		-			
lpl7_b_DN30_c0_g1_i32	arCOG05874@1|root,2ZJ01@2|Bacteria,1V450@1239|Firmicutes,24NM6@186801|Clostridia	186801|Clostridia	-	-	-		-		-			
lpl7_b_DN3326_c0_g1_i2	COG1882@1|root,COG1882@2|Bacteria,1MWBF@1224|Proteobacteria,1RM96@1236|Gammaproteobacteria	1236|Gammaproteobacteria	formate acetyltransferase	Gly_radical,PFL-like	ko:K00656		ko00620,ko00640,ko00650,ko01100,ko01120,map00620,map00640,map00650,map01100,map01120		GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006566,GO:0006567,GO:0006807,GO:0008150,GO:0008152,GO:0008861,GO:0009056,GO:0009063,GO:0009066,GO:0009068,GO:0009987,GO:0016054,GO:0016407,GO:0016408,GO:0016453,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606	cellular process,		
lpl7_b_DN36_c0_g1_i2	KOG1721@1|root,KOG1721@2759|Eukaryota,39PP8@33154|Opisthokonta	33154|Opisthokonta	DNA binding	-	-		-		-			
lpl7_b_DN36_c0_g1_i29	2DZCK@1|root,2S6X3@2759|Eukaryota,3A5SR@33154|Opisthokonta,3P5B4@4751|Fungi,3V2GU@5204|Basidiomycota	4751|Fungi	-	-	-		-		-			
lpl7_b_DN46_c0_g1_i4	2DSV3@1|root,33HII@2|Bacteria,1VQ64@1239|Firmicutes,4IGTW@91061|Bacilli,3F8RY@33958|Lactobacillaceae	91061|Bacilli	ORF located using Blastx	-	-		-		-			
lpl7_b_DN4_c0_g1_i4	2C42W@1|root,2ZJF0@2|Bacteria,1P7E4@1224|Proteobacteria,1SVSI@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-		-		-			
lpl7_b_DN542_c0_g1_i11	29XIP@1|root,30J9M@2|Bacteria,1QGXJ@1224|Proteobacteria,1TEDR@1236|Gammaproteobacteria,3ZADK@586|Providencia	1236|Gammaproteobacteria	-	-	-		-		-			
lpl7_b_DN615_c0_g1_i5	COG0050@1|root,COG0050@2|Bacteria,1MVC0@1224|Proteobacteria,2TQP8@28211|Alphaproteobacteria,2JPKS@204441|Rhodospirillales	204441|Rhodospirillales	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	GTP_EFTU,GTP_EFTU_D2,GTP_EFTU_D3	ko:K02358	elongation factor Tu,	-		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464		Translation	
lpl7_b_DN6_c0_g1_i19	2BG5J@1|root,2S18N@2759|Eukaryota,3A435@33154|Opisthokonta,3P2QE@4751|Fungi,3QVBD@4890|Ascomycota,206IQ@147541|Dothideomycetes,4KJA5@92860|Pleosporales	4751|Fungi	-	-	-		-		-			
lpl7_b_DN83_c0_g1_i6	2DPM9@1|root,332MQ@2|Bacteria,1VGFB@1239|Firmicutes,251YU@186801|Clostridia	186801|Clostridia	-	-	-		-		-			
lpl7_b_DN87_c1_g1_i1	2B9ZZ@1|root,323DM@2|Bacteria,1MZ6J@1224|Proteobacteria,1S8U2@1236|Gammaproteobacteria	1236|Gammaproteobacteria	COG NOG15344 non supervised orthologous group	-	-		-		-			
lpl7_b_DN90_c0_g1_i2	2DX7X@1|root,32V2Y@2|Bacteria	2|Bacteria	-	-	-		-		-			
lpl7_b_DN9_c0_g1_i20	2DN97@1|root,32W7A@2|Bacteria,1VANB@1239|Firmicutes,24Q9J@186801|Clostridia	186801|Clostridia	-	-	-		-		-			
lpl7_c_DN10640_c0_g1_i1	2E1I0@1|root,2S8UZ@2759|Eukaryota,3A9DK@33154|Opisthokonta,3Q6KM@4751|Fungi,3V5DS@5204|Basidiomycota	4751|Fungi	-	-	-		-		-			
lpl7_c_DN11_c0_g1_i11	2DRVE@1|root,33D8G@2|Bacteria,1P1ND@1224|Proteobacteria	1224|Proteobacteria	-	-	-		-		-			
